Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG1388,65.8968,157.8936,1.201e-17,9.21e-18,4.192e-18,44.8547,-852.3
BottomDG1389,66.9305,157.7701,1.225e-17,9.086e-18,4.642e-18,48.5449,-852.53
BottomDG1390,67.5604,158.4918,1.36e-17,1.052e-17,5.026e-18,59.2032,-852.36
BottomDG1391,66.7739,158.0882,7.504e-18,6.24e-18,2.792e-18,58.9162,-852.5
BottomDG1392,67.7958,158.389,1.284e-17,1.008e-17,4.87e-18,57.6653,-852.34
BottomDG1393,66.9983,157.7535,1.223e-17,9.669e-18,4.575e-18,60.9079,-852.31
BottomDG1394,66.4423,158.2766,9.493e-18,7.011e-18,3.548e-18,84.4559,-852.46
BottomDG1395,66.2158,158.2984,1.29e-17,1.028e-17,4.786e-18,51.2999,-852.34
BottomDG1396,67.5634,157.9288,1.241e-17,1.061e-17,4.68e-18,56.6238,-852.36
BottomDG1397,66.6605,158.0365,9.595e-18,7.371e-18,3.462e-18,92.4972,-852.36
BottomDG1398,67.0226,158.5157,1.275e-17,9.312e-18,4.659e-18,51.0195,-852.55
BottomDG1399,65.9319,158.499,8.006e-18,6.476e-18,3.134e-18,57.3533,-852.47
BottomDG1400,66.2733,158.2519,1.072e-17,1.008e-17,4.115e-18,44.8217,-852.54
BottomDG1401,67.7433,158.3815,8.459e-18,7.205e-18,3.256e-18,56.4066,-852.25
BottomDG1402,66.9399,158.0777,8.48e-18,6.949e-18,3.314e-18,52.416,-852.44
BottomDG1403,66.8645,157.9541,1.275e-17,1.003e-17,4.707e-18,60.7139,-852.54
BottomDG1404,67.3006,157.8786,1.329e-17,1.133e-17,4.393e-18,55.1285,-852.4
BottomDG1427,100.4352,158.0009,2.616e-17,2.221e-17,7.421e-18,130.2894,-1003.31
BottomDG1428,100.8222,158.0983,1.374e-17,1.069e-17,4.3e-18,44.0635,-1003.11
BottomDG1429,100.3074,157.9122,9.985e-18,8.061e-18,3.802e-18,43.9707,-1003.22
BottomDG1430,100.5528,157.9183,9.281e-18,7.242e-18,3.354e-18,38.7313,-1003.02
BottomDG1431,100.7352,157.9008,9.147e-18,7.184e-18,4.322e-18,49.3735,-1003.05
BottomDG1432,100.5849,158.0045,6.714e-18,5.273e-18,2.438e-18,51.5538,-1003.19
BottomDG1433,100.8896,158.0379,8.626e-18,7.671e-18,3.159e-18,36.9908,-1003.22
BottomDG1434,100.019,157.8628,9.214e-18,7.271e-18,3.85e-18,43.5055,-1003.31
BottomDG1435,100.8139,158.0183,9.1e-18,7.451e-18,3.425e-18,46.194,-1003.25
BottomDG1436,100.6332,157.8572,9.65e-18,7.955e-18,3.916e-18,42.26,-1003.18
BottomDG1437,101.0499,157.9468,8.393e-18,7.816e-18,3.603e-18,35.7038,-1003.32
BottomDG1438,100.1597,157.9809,8.292e-18,7.638e-18,3.458e-18,39.1003,-1003.04
BottomDG1439,100.2818,158.0685,9.374e-18,8.227e-18,4.006e-18,37.6335,-1003.19
BottomDG1443,323.6966,142.2086,2.205e-17,1.631e-17,8.673e-18,59.5872,-580.13
BottomDG1444,323.5366,142.194,1.492e-17,1.258e-17,5.383e-18,94.0615,-580.12
BottomDG1471,65.885,142.9309,5.769e-18,5.042e-18,2.201e-18,44.1224,-965.53
